number,objective,datetime_start,datetime_complete,duration,params_lda_shrinkage,params_lda_shrinkage_mode,params_lda_solver,user_attrs_accuracy,user_attrs_f1_macro,user_attrs_kappa,state,accuracy,f1_macro,kappa
152,0.593712261072261,2026-05-19 10:51:52.221621,2026-05-19 10:51:52.272574,0 days 00:00:00.050953,5.2266684949890755e-05,float,eigen,0.6388888888888888,0.5930167055167055,0.5666666666666667,COMPLETE,0.6388888888888888,0.5930167055167055,0.5666666666666667
54,0.593712261072261,2026-05-19 10:51:46.904081,2026-05-19 10:51:46.951136,0 days 00:00:00.047055,5.838287863605532e-05,float,lsqr,0.6388888888888888,0.5930167055167055,0.5666666666666667,COMPLETE,0.6388888888888888,0.5930167055167055,0.5666666666666667
42,0.593712261072261,2026-05-19 10:51:46.321085,2026-05-19 10:51:46.368243,0 days 00:00:00.047158,5.8641026135985584e-05,float,eigen,0.6388888888888888,0.5930167055167055,0.5666666666666667,COMPLETE,0.6388888888888888,0.5930167055167055,0.5666666666666667
48,0.593712261072261,2026-05-19 10:51:46.618444,2026-05-19 10:51:46.667463,0 days 00:00:00.049019,6.37528149562173e-05,float,eigen,0.6388888888888888,0.5930167055167055,0.5666666666666667,COMPLETE,0.6388888888888888,0.5930167055167055,0.5666666666666667
83,0.593712261072261,2026-05-19 10:51:48.336822,2026-05-19 10:51:48.382697,0 days 00:00:00.045875,5.98178507267191e-05,float,eigen,0.6388888888888888,0.5930167055167055,0.5666666666666667,COMPLETE,0.6388888888888888,0.5930167055167055,0.5666666666666667
81,0.593712261072261,2026-05-19 10:51:48.244276,2026-05-19 10:51:48.289675,0 days 00:00:00.045399,6.217111986474921e-05,float,eigen,0.6388888888888888,0.5930167055167055,0.5666666666666667,COMPLETE,0.6388888888888888,0.5930167055167055,0.5666666666666667
178,0.5936101368892546,2026-05-19 10:51:53.662254,2026-05-19 10:51:53.711900,0 days 00:00:00.049646,8.36715600518187e-05,float,eigen,0.6388888888888888,0.592914581333699,0.5666666666666667,COMPLETE,0.6388888888888888,0.592914581333699,0.5666666666666667
206,0.5936101368892546,2026-05-19 10:51:55.112797,2026-05-19 10:51:55.165737,0 days 00:00:00.052940,7.400824937872511e-05,float,eigen,0.6388888888888888,0.592914581333699,0.5666666666666667,COMPLETE,0.6388888888888888,0.592914581333699,0.5666666666666667
226,0.5936101368892546,2026-05-19 10:51:56.126212,2026-05-19 10:51:56.181171,0 days 00:00:00.054959,8.808872538081965e-05,float,eigen,0.6388888888888888,0.592914581333699,0.5666666666666667,COMPLETE,0.6388888888888888,0.592914581333699,0.5666666666666667
134,0.5936101368892546,2026-05-19 10:51:50.979003,2026-05-19 10:51:51.042317,0 days 00:00:00.063314,7.342911038493099e-05,float,eigen,0.6388888888888888,0.592914581333699,0.5666666666666667,COMPLETE,0.6388888888888888,0.592914581333699,0.5666666666666667
210,0.5936101368892546,2026-05-19 10:51:55.314172,2026-05-19 10:51:55.366587,0 days 00:00:00.052415,6.895687640026696e-05,float,eigen,0.6388888888888888,0.592914581333699,0.5666666666666667,COMPLETE,0.6388888888888888,0.592914581333699,0.5666666666666667
180,0.5936101368892546,2026-05-19 10:51:53.760067,2026-05-19 10:51:53.806583,0 days 00:00:00.046516,7.591562323296494e-05,float,eigen,0.6388888888888888,0.592914581333699,0.5666666666666667,COMPLETE,0.6388888888888888,0.592914581333699,0.5666666666666667
117,0.5936101368892546,2026-05-19 10:51:50.001396,2026-05-19 10:51:50.052161,0 days 00:00:00.050765,7.386473347820523e-05,float,eigen,0.6388888888888888,0.592914581333699,0.5666666666666667,COMPLETE,0.6388888888888888,0.592914581333699,0.5666666666666667
52,0.5936101368892546,2026-05-19 10:51:46.809146,2026-05-19 10:51:46.856799,0 days 00:00:00.047653,7.937993880830158e-05,float,eigen,0.6388888888888888,0.592914581333699,0.5666666666666667,COMPLETE,0.6388888888888888,0.592914581333699,0.5666666666666667
