wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
2308,nao_irrigado,1.0026271826,-0.0069099716,0.0069099716,1.3677117525
2131,nao_irrigado,0.9889116700,-0.0071456902,0.0071456902,1.3611868606
2409,irrigado,0.9652659348,0.0075813295,0.0075813295,1.3600853581
905,irrigado,1.2406835721,0.0024326239,0.0024326239,1.3470672007
942,nao_irrigado,1.1115289304,-0.0047795910,0.0047795910,1.3297698691
654,nao_irrigado,1.3429971427,-0.0004627787,0.0004627787,1.3223997653
1441,nao_irrigado,1.2240291456,-0.0026643956,0.0026643956,1.3202567265
2127,nao_irrigado,1.0597510658,-0.0056916983,0.0056916983,1.3128507112
1650,nao_irrigado,1.0063500427,-0.0066666956,0.0066666956,1.3072966558
967,nao_irrigado,0.7913842519,-0.0106335749,0.0106335749,1.2995158370
792,irrigado,1.1312696011,0.0043144983,0.0043144983,1.2955203653
653,nao_irrigado,1.3358695774,-0.0005000001,0.0005000001,1.2894322821
1440,nao_irrigado,1.2230711786,-0.0025850300,0.0025850300,1.2865635454
1800,irrigado,1.0893607706,0.0050541492,0.0050541492,1.2823096841
952,nao_irrigado,1.0417000713,-0.0059345453,0.0059345453,1.2808924149
2137,nao_irrigado,0.9202182749,-0.0081827183,0.0081827183,1.2787164834
1907,nao_irrigado,1.2235543799,-0.0025436053,0.0025436053,1.2753060000
1190,irrigado,0.8424183801,0.0096163923,0.0096163923,1.2752035655
786,nao_irrigado,0.9673054468,-0.0072953380,0.0072953380,1.2740197963
2178,nao_irrigado,0.9960388335,-0.0067374178,0.0067374178,1.2654566821
1630,irrigado,1.0885644715,0.0050100820,0.0050100820,1.2618999686
421,nao_irrigado,1.1265081533,-0.0043051252,0.0043051252,1.2616218327
1273,irrigado,1.0096096228,0.0064650320,0.0064650320,1.2583324278
418,nao_irrigado,1.0436842304,-0.0058246599,0.0058246599,1.2555510837
2408,irrigado,0.9631580658,0.0073063078,0.0073063078,1.2511294789
2083,irrigado,1.1037039173,0.0046963822,0.0046963822,1.2505432196
433,irrigado,1.2410300452,0.0021324985,0.0021324985,1.2452019836
546,nao_irrigado,0.9563037823,-0.0074141065,0.0074141065,1.2443999489
392,nao_irrigado,1.2119971691,-0.0026309852,0.0026309852,1.2312235322
624,nao_irrigado,1.2153562501,-0.0025561636,0.0025561636,1.2268935338
2082,irrigado,1.1059822419,0.0045855076,0.0045855076,1.2267522334
2417,nao_irrigado,0.9776513323,-0.0069319518,0.0069319518,1.2145755660
2215,irrigado,1.0908533729,0.0048269041,0.0048269041,1.2130994172
491,nao_irrigado,1.1497037811,-0.0037295576,0.0037295576,1.2112934973
2220,irrigado,1.2298998891,0.0022400622,0.0022400622,1.2108688635
1583,irrigado,1.0206938998,0.0061158280,0.0061158280,1.2085598577
1172,nao_irrigado,0.9784171154,-0.0068993399,0.0068993399,1.2081935134
1770,nao_irrigado,0.9757024925,-0.0069441809,0.0069441809,1.2062731528
951,nao_irrigado,1.0622287960,-0.0053345039,0.0053345039,1.2049097822
2219,irrigado,1.1818989233,0.0030990562,0.0030990562,1.1998383473
494,nao_irrigado,1.1335591180,-0.0039812527,0.0039812527,1.1946743903
991,irrigado,1.0047651365,0.0063632154,0.0063632154,1.1918363214
1183,nao_irrigado,1.0040741712,-0.0063731122,0.0063731122,1.1908214615
2128,nao_irrigado,1.0472963005,-0.0055326319,0.0055326319,1.1775137478
1636,irrigado,1.0672394184,0.0051490371,0.0051490371,1.1728340348
975,irrigado,1.2979472490,0.0008664172,0.0008664172,1.1724289219
1237,irrigado,0.9387485443,0.0075309726,0.0075309726,1.1719375206
823,irrigado,1.0676861898,0.0051357016,0.0051357016,1.1710844355
1175,nao_irrigado,1.0627722496,-0.0052135247,0.0052135247,1.1664474536
979,nao_irrigado,0.9858836610,-0.0066379101,0.0066379101,1.1655785938
429,irrigado,1.1389386599,0.0037934519,0.0037934519,1.1641637001
1786,irrigado,1.2087713629,0.0024928839,0.0024928839,1.1625613047
849,nao_irrigado,1.0944471492,-0.0046048630,0.0046048630,1.1592185421
2448,nao_irrigado,1.0814118758,-0.0048305718,0.0048305718,1.1536002807
356,irrigado,1.0326495851,0.0057216633,0.0057216633,1.1488020887
1707,irrigado,1.0118466309,0.0061005024,0.0061005024,1.1462979222
1442,nao_irrigado,1.2230562038,-0.0021767937,0.0021767937,1.1448747072
1585,irrigado,1.0384715696,0.0055954030,0.0055954030,1.1424839052
547,nao_irrigado,0.9345127659,-0.0075234932,0.0075234932,1.1420793073
2114,irrigado,1.1121002658,0.0041849571,0.0041849571,1.1272048467
1906,nao_irrigado,1.2151790361,-0.0022668170,0.0022668170,1.1253960996
405,nao_irrigado,1.0980117549,-0.0044331056,0.0044331056,1.1225902742
370,irrigado,0.8787745199,0.0084862925,0.0084862925,1.1172506974
2297,irrigado,0.9359808930,0.0074015882,0.0074015882,1.1092476101
2066,irrigado,1.0760134546,0.0047958392,0.0047958392,1.1068061043
1174,nao_irrigado,1.0254970773,-0.0056990176,0.0056990176,1.0949097690
448,nao_irrigado,1.1785647092,-0.0028493761,0.0028493761,1.0917784234
1098,irrigado,1.1162949676,0.0039753393,0.0039753393,1.0815008009
2116,irrigado,1.1159094427,0.0039615034,0.0039615034,1.0742204744
960,irrigado,1.0481112854,0.0052174583,0.0052174583,1.0734448732
453,nao_irrigado,1.2450402725,-0.0015600754,0.0015600754,1.0724753817
1779,irrigado,1.0050908777,0.0060101678,0.0060101678,1.0714821845
1769,nao_irrigado,0.9671416128,-0.0067019777,0.0067019777,1.0671645130
1878,nao_irrigado,1.1006908906,-0.0042177216,0.0042177216,1.0651311786
2067,irrigado,1.0794267540,0.0045982125,0.0045982125,1.0602314803
1577,irrigado,1.0129714564,0.0058281308,0.0058281308,1.0590687826
652,nao_irrigado,1.3219858069,-0.0000809985,0.0000809985,1.0547415941
1460,nao_irrigado,1.1565685664,-0.0031425481,0.0031425481,1.0518814353
651,irrigado,1.2993452056,0.0004914990,0.0004914990,1.0513906435
1171,nao_irrigado,0.9654694712,-0.0066872935,0.0066872935,1.0513085404
1036,irrigado,0.9062979726,0.0077833182,0.0077833182,1.0505892305
650,irrigado,1.2734452973,0.0009495060,0.0009495060,1.0435379140
2416,nao_irrigado,0.9579761678,-0.0067989117,0.0067989117,1.0417906670
1794,irrigado,1.0758302800,0.0046012285,0.0046012285,1.0381284352
2117,irrigado,1.1128139905,0.0039097738,0.0039097738,1.0363544061
1038,irrigado,0.9971858708,0.0060460749,0.0060460749,1.0330547309
1439,nao_irrigado,1.2201622948,-0.0019066906,0.0019066906,1.0325653517
412,nao_irrigado,1.1848598201,-0.0025606142,0.0025606142,1.0321435833
481,irrigado,1.2321582172,0.0016608353,0.0016608353,1.0245061327
2225,nao_irrigado,1.0925325435,-0.0042471316,0.0042471316,1.0228196247
2081,irrigado,1.1034569911,0.0040426682,0.0040426682,1.0222200578
2451,nao_irrigado,0.9819510493,-0.0062903575,0.0062903575,1.0197209651
1606,irrigado,1.0555834463,0.0049155513,0.0049155513,1.0168270002
