wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
2002,irrigado,0.9277501790,0.0004565864,0.0004565864,-1.2853835172
2091,nao_irrigado,0.8610043992,-0.0014627656,0.0014627656,-1.2857815203
2438,irrigado,0.8892043092,0.0010331637,0.0010331637,-1.2873966844
1520,nao_irrigado,0.8924590084,-0.0009840050,0.0009840050,-1.2874148852
1224,nao_irrigado,0.8982911380,-0.0008856917,0.0008856917,-1.2915051649
2353,irrigado,0.9161252594,0.0006138447,0.0006138447,-1.2925897952
414,nao_irrigado,0.9373101836,-0.0002904146,0.0002904146,-1.2940792040
1502,nao_irrigado,0.8991279771,-0.0008617515,0.0008617515,-1.2959942327
1155,nao_irrigado,0.8804015908,-0.0011422404,0.0011422404,-1.2968231902
2439,nao_irrigado,0.9029363612,-0.0007991466,0.0007991466,-1.2980327520
1519,nao_irrigado,0.8932586282,-0.0009423130,0.0009423130,-1.2991711930
2046,irrigado,0.8272069818,0.0019306309,0.0019306309,-1.3025005311
1556,nao_irrigado,0.9067279249,-0.0007236134,0.0007236134,-1.3053022838
1198,irrigado,0.8934295497,0.0009128066,0.0009128066,-1.3098566268
1588,nao_irrigado,0.9184675003,-0.0005188532,0.0005188532,-1.3162594968
2007,irrigado,0.9495155197,0.0000437008,0.0000437008,-1.3188956971
1321,nao_irrigado,0.9483293682,-0.0000418610,0.0000418610,-1.3267285096
2135,irrigado,0.8955802916,0.0008305150,0.0008305150,-1.3296334031
2051,irrigado,0.8418292105,0.0016368992,0.0016368992,-1.3315025314
1553,nao_irrigado,0.9078074392,-0.0006388353,0.0006388353,-1.3324803105
762,irrigado,0.8580035146,0.0013783853,0.0013783853,-1.3372352634
2067,irrigado,0.9052244822,0.0006580438,0.0006580438,-1.3403247238
2094,nao_irrigado,0.8694483251,-0.0011867661,0.0011867661,-1.3447428420
1164,nao_irrigado,0.8263400986,-0.0018340739,0.0018340739,-1.3460078521
1404,nao_irrigado,0.9018812834,-0.0006920524,0.0006920524,-1.3468484471
2048,irrigado,0.8298998288,0.0017679847,0.0017679847,-1.3509179610
1597,irrigado,0.9289898161,0.0002676182,0.0002676182,-1.3529481285
933,irrigado,0.7433003055,0.0030685982,0.0030685982,-1.3533616933
423,nao_irrigado,0.8253347258,-0.0018293063,0.0018293063,-1.3539199780
1687,irrigado,0.9374355176,0.0001284523,0.0001284523,-1.3575996444
1123,nao_irrigado,0.8891438827,-0.0008569469,0.0008569469,-1.3576860179
1403,nao_irrigado,0.9091605307,-0.0005543770,0.0005543770,-1.3578932488
1289,nao_irrigado,0.8190054735,-0.0019146330,0.0019146330,-1.3579599119
1229,irrigado,0.9126102414,0.0004965938,0.0004965938,-1.3601661239
1226,irrigado,0.8871587080,0.0008800038,0.0008800038,-1.3604237247
1587,nao_irrigado,0.9186622786,-0.0004027694,0.0004027694,-1.3611582662
1067,nao_irrigado,0.6524673353,-0.0044117195,0.0044117195,-1.3642872156
1744,irrigado,0.9378271509,0.0001049817,0.0001049817,-1.3645682689
372,irrigado,0.8544972788,0.0013593578,0.0013593578,-1.3657813693
1616,irrigado,0.9260752141,0.0002765474,0.0002765474,-1.3668575281
2497,nao_irrigado,0.7321330266,-0.0031896790,0.0031896790,-1.3721837384
753,nao_irrigado,0.9307797441,-0.0001908750,0.0001908750,-1.3726837097
1598,irrigado,0.9359364198,0.0001107987,0.0001107987,-1.3735817070
1320,irrigado,0.9263677989,0.0002511946,0.0002511946,-1.3751662016
945,nao_irrigado,0.9344614523,-0.0001272910,0.0001272910,-1.3758692773
2454,nao_irrigado,0.8806490097,-0.0009383301,0.0009383301,-1.3762586499
1521,nao_irrigado,0.8898289643,-0.0007984412,0.0007984412,-1.3768003376
1400,irrigado,0.9307244189,0.0001799894,0.0001799894,-1.3773346942
934,irrigado,0.7833215200,0.0024025537,0.0024025537,-1.3780170534
2060,nao_irrigado,0.8202932607,-0.0018363389,0.0018363389,-1.3813177511
1225,nao_irrigado,0.9060323527,-0.0005422218,0.0005422218,-1.3814484046
1410,irrigado,0.9317598568,0.0001455293,0.0001455293,-1.3848091219
913,irrigado,0.8688166225,0.0010895179,0.0010895179,-1.3871161745
2153,irrigado,0.8218925225,0.0017920687,0.0017920687,-1.3893089044
2092,nao_irrigado,0.8605354635,-0.0012086932,0.0012086932,-1.3894121885
1536,nao_irrigado,0.8996252177,-0.0006152211,0.0006152211,-1.3908465602
2068,irrigado,0.9072159471,0.0004917730,0.0004917730,-1.3943804051
1244,irrigado,0.8948608717,0.0006725617,0.0006725617,-1.3966213857
1402,nao_irrigado,0.9170853345,-0.0003358828,0.0003358828,-1.3971434604
2061,nao_irrigado,0.8286566927,-0.0016616810,0.0016616810,-1.4005460662
2373,irrigado,0.8552542260,0.0012597637,0.0012597637,-1.4007703255
2001,nao_irrigado,0.9188757318,-0.0002859752,0.0002859752,-1.4062271657
1515,irrigado,0.8908882463,0.0007041186,0.0007041186,-1.4078870009
2424,nao_irrigado,0.9116137850,-0.0003819499,0.0003819499,-1.4116266949
400,irrigado,0.8119948378,0.0018825505,0.0018825505,-1.4126710921
1534,nao_irrigado,0.9036567475,-0.0004920245,0.0004920245,-1.4155932677
2093,nao_irrigado,0.8655384342,-0.0010655555,0.0010655555,-1.4162550389
