wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
1744,nao_irrigado,0.9356003480,-0.0019408313,0.0019408313,-0.6565454797
1212,nao_irrigado,0.9490005997,-0.0017392189,0.0017392189,-0.6579642091
1352,irrigado,0.9574729560,0.0016134718,0.0016134718,-0.6581754691
2027,irrigado,0.8970540138,0.0024965049,0.0024965049,-0.6621240580
1573,irrigado,1.0568917231,0.0001327265,0.0001327265,-0.6627109777
619,irrigado,0.8327223682,0.0034416407,0.0034416407,-0.6643712144
655,irrigado,1.0618143310,0.0000531097,0.0000531097,-0.6654425031
2474,nao_irrigado,0.7677689209,-0.0043983580,0.0043983580,-0.6656665515
1975,irrigado,1.0068725932,0.0008449724,0.0008449724,-0.6734586027
1026,nao_irrigado,0.7666442042,-0.0043925354,0.0043925354,-0.6745990492
1396,nao_irrigado,0.9817631408,-0.0012126998,0.0012126998,-0.6748016965
1351,irrigado,0.9552020705,0.0016031784,0.0016031784,-0.6756285738
432,irrigado,1.0560091615,0.0001119609,0.0001119609,-0.6761659666
1571,irrigado,1.0621021092,0.0000160405,0.0000160405,-0.6785022041
1542,irrigado,1.0238577043,0.0005769458,0.0005769458,-0.6802228354
771,nao_irrigado,0.9829082421,-0.0011811716,0.0011811716,-0.6806137271
651,irrigado,1.0241384644,0.0005453157,0.0005453157,-0.6911592550
1983,irrigado,1.0032129288,0.0008481274,0.0008481274,-0.6937280984
1946,irrigado,1.0340069944,0.0003886649,0.0003886649,-0.6954572582
2201,nao_irrigado,0.9404359514,-0.0017694469,0.0017694469,-0.6963092539
1362,nao_irrigado,0.9397366224,-0.0017737505,0.0017737505,-0.6987097963
1466,nao_irrigado,0.9636517492,-0.0014151488,0.0014151488,-0.7007596328
2068,irrigado,0.8934372413,0.0024523853,0.0024523853,-0.7009550314
1162,irrigado,1.0135539359,0.0006728517,0.0006728517,-0.7026592318
1086,nao_irrigado,0.7842967851,-0.0040557486,0.0040557486,-0.7048017287
572,nao_irrigado,0.8359302669,-0.0032915160,0.0032915160,-0.7052479948
1543,irrigado,1.0239185553,0.0005106867,0.0005106867,-0.7062339056
1963,irrigado,1.0117760853,0.0006877714,0.0006877714,-0.7071784764
2242,irrigado,0.8077433425,0.0037010330,0.0037010330,-0.7080610250
1161,irrigado,1.0009890219,0.0008426767,0.0008426767,-0.7089776660
1683,irrigado,0.8825896956,0.0025920304,0.0025920304,-0.7091829753
653,nao_irrigado,1.0450434377,-0.0001895280,0.0001895280,-0.7097940345
1941,nao_irrigado,1.0560630392,-0.0000255284,0.0000255284,-0.7102463730
1013,nao_irrigado,0.7768726969,-0.0041509310,0.0041509310,-0.7105886142
2367,nao_irrigado,0.8873263593,-0.0025117420,0.0025117420,-0.7132754664
1350,irrigado,0.9528580614,0.0015411029,0.0015411029,-0.7141193647
1395,nao_irrigado,0.9765235651,-0.0011892468,0.0011892468,-0.7149529047
749,irrigado,0.9034458709,0.0022615779,0.0022615779,-0.7180222286
1366,nao_irrigado,0.9227825954,-0.0019681150,0.0019681150,-0.7210777865
714,irrigado,0.8944423747,0.0023865997,0.0023865997,-0.7212236091
1881,nao_irrigado,0.8686477363,-0.0027670176,0.0027670176,-0.7215464065
1563,irrigado,1.0506476508,0.0000769066,0.0000769066,-0.7216512975
1146,irrigado,0.9505322413,0.0015539853,0.0015539853,-0.7226724069
2219,nao_irrigado,0.9070941265,-0.0021942187,0.0021942187,-0.7233710085
1094,nao_irrigado,0.6446071881,-0.0060692056,0.0060692056,-0.7251258625
2080,nao_irrigado,0.8945996860,-0.0023714312,0.0023714312,-0.7263349186
1467,nao_irrigado,0.9434411576,-0.0016486192,0.0016486192,-0.7267189540
1138,nao_irrigado,0.9537406131,-0.0014962584,0.0014962584,-0.7267751243
1877,nao_irrigado,0.8589674941,-0.0028933477,0.0028933477,-0.7282075847
1296,nao_irrigado,0.8567520098,-0.0029241262,0.0029241262,-0.7289895594
1942,nao_irrigado,1.0508515235,-0.0000551952,0.0000551952,-0.7290926193
2487,nao_irrigado,0.7314127438,-0.0047668742,0.0047668742,-0.7328457434
1368,nao_irrigado,0.9186865760,-0.0019963250,0.0019963250,-0.7339427371
1230,nao_irrigado,1.0449151717,-0.0001304294,0.0001304294,-0.7340677755
1541,irrigado,1.0255623615,0.0004147340,0.0004147340,-0.7347515254
712,irrigado,1.0184562901,0.0005181757,0.0005181757,-0.7353809818
1695,nao_irrigado,0.9331344492,-0.0017748561,0.0017748561,-0.7371018913
1205,nao_irrigado,0.9147877129,-0.0020436922,0.0020436922,-0.7380241491
1974,irrigado,1.0058087739,0.0006964260,0.0006964260,-0.7388322304
2023,irrigado,0.9069934915,0.0021564935,0.0021564935,-0.7389762842
1287,nao_irrigado,0.8604296124,-0.0028440249,0.0028440249,-0.7392366465
588,irrigado,0.8289379137,0.0033088276,0.0033088276,-0.7394855250
2035,irrigado,0.8725250125,0.0026593185,0.0026593185,-0.7416020961
2229,nao_irrigado,0.9384159492,-0.0016835481,0.0016835481,-0.7423752143
1370,nao_irrigado,0.9175534056,-0.0019903279,0.0019903279,-0.7429943850
