sample_name,data_coleta,genotipo,condicao,PC1,PC2
B1_CD202_NIRRIG_REPROD00000.asd,2017-02-26,CD202,nao_irrigado,0.0404289922,-0.0112357919
B1_CD202_NIRRIG_REPROD00001.asd,2017-02-26,CD202,nao_irrigado,0.0410042283,-0.0056299139
B1_CD202_NIRRIG_REPROD00002.asd,2017-02-26,CD202,nao_irrigado,0.0415736119,-0.0083205594
B1_CD202_NIRRIG_REPROD00003.asd,2017-02-26,CD202,nao_irrigado,0.0422883292,-0.0081388177
B1_CD202_NIRRIG_REPROD00004.asd,2017-02-26,CD202,nao_irrigado,0.0097880754,0.0125113606
B1_CD202_NIRRIG_REPROD00005.asd,2017-02-26,CD202,nao_irrigado,0.0103637761,0.0206853052
B1_CD202_NIRRIG_REPROD00006.asd,2017-02-26,CD202,nao_irrigado,0.0103755728,0.0092320619
B1_CD202_NIRRIG_REPROD00007.asd,2017-02-26,CD202,nao_irrigado,0.0112194201,0.0199525934
B1_EMB48_IRRIG_REPROD00000.asd,2017-02-26,EMB48,irrigado,-0.0207831342,-0.0499660588
B1_EMB48_IRRIG_REPROD00001.asd,2017-02-26,EMB48,irrigado,-0.0210627237,-0.0422154423
B1_EMB48_IRRIG_REPROD00002.asd,2017-02-26,EMB48,irrigado,-0.0208491468,-0.0441383819
B1_EMB48_IRRIG_REPROD00003.asd,2017-02-26,EMB48,irrigado,-0.0205266699,-0.0328801826
B1_EMB48_IRRIG_REPROD00004.asd,2017-02-26,EMB48,irrigado,0.0125938553,-0.0119060126
B1_EMB48_IRRIG_REPROD00005.asd,2017-02-26,EMB48,irrigado,0.0135359050,-0.0137443495
B1_EMB48_IRRIG_REPROD00006.asd,2017-02-26,EMB48,irrigado,0.0122009477,-0.0139904395
B1_EMB48_IRRIG_REPROD00007.asd,2017-02-26,EMB48,irrigado,0.0099093901,-0.0108979076
B1_EMB48_NIRRIG_REPROD00000.asd,2017-02-26,EMB48,nao_irrigado,0.1242700819,-0.0105063929
B1_EMB48_NIRRIG_REPROD00001.asd,2017-02-26,EMB48,nao_irrigado,0.1253224723,-0.0084122203
B1_EMB48_NIRRIG_REPROD00002.asd,2017-02-26,EMB48,nao_irrigado,0.1254909845,-0.0194114607
B1_EMB48_NIRRIG_REPROD00003.asd,2017-02-26,EMB48,nao_irrigado,0.1265308794,-0.0144686198
B1_EMB48_NIRRIG_REPROD00004.asd,2017-02-26,EMB48,nao_irrigado,0.0718025028,0.0100170020
B1_EMB48_NIRRIG_REPROD00005.asd,2017-02-26,EMB48,nao_irrigado,0.0732921768,0.0191104319
B1_EMB48_NIRRIG_REPROD00006.asd,2017-02-26,EMB48,nao_irrigado,0.0746994571,0.0240286404
B1_EMB48_NIRRIG_REPROD00007.asd,2017-02-26,EMB48,nao_irrigado,0.0759303118,0.0215925131
B2_BR16_IRRIG_REPROD00000.asd,2017-02-26,BR16,irrigado,-0.0419598272,0.0283895325
B2_BR16_IRRIG_REPROD00001.asd,2017-02-26,BR16,irrigado,-0.0421761581,0.0375223075
B2_BR16_IRRIG_REPROD00002.asd,2017-02-26,BR16,irrigado,-0.0434755291,0.0208097040
B2_BR16_IRRIG_REPROD00003.asd,2017-02-26,BR16,irrigado,-0.0432164936,0.0203561108
B2_BR16_IRRIG_REPROD00004.asd,2017-02-26,BR16,irrigado,-0.0337496052,-0.0023010741
B2_BR16_IRRIG_REPROD00005.asd,2017-02-26,BR16,irrigado,-0.0332515926,0.0020393683
B2_BR16_IRRIG_REPROD00006.asd,2017-02-26,BR16,irrigado,-0.0332681305,-0.0058843523
B2_BR16_IRRIG_REPROD00007.asd,2017-02-26,BR16,irrigado,-0.0330480923,0.0073462037
B2_BR16_NIRRIG_REPROD00000.asd,2017-02-26,BR16,nao_irrigado,-0.0030226926,0.0088324050
B2_BR16_NIRRIG_REPROD00001.asd,2017-02-26,BR16,nao_irrigado,-0.0013406949,0.0168148485
B2_BR16_NIRRIG_REPROD00002.asd,2017-02-26,BR16,nao_irrigado,-0.0007315774,0.0140915487
B2_BR16_NIRRIG_REPROD00003.asd,2017-02-26,BR16,nao_irrigado,0.0002420255,0.0148984744
B2_BR16_NIRRIG_REPROD00004.asd,2017-02-26,BR16,nao_irrigado,-0.0078477355,0.0228451151
B2_BR16_NIRRIG_REPROD00005.asd,2017-02-26,BR16,nao_irrigado,-0.0060050230,0.0312647256
B2_BR16_NIRRIG_REPROD00006.asd,2017-02-26,BR16,nao_irrigado,-0.0046520023,0.0314163197
B2_BR16_NIRRIG_REPROD00007.asd,2017-02-26,BR16,nao_irrigado,-0.0044904609,0.0130458610
B2_CD202_IRRIG_REPROD00000.asd,2017-02-26,CD202,irrigado,-0.0121896581,-0.0170086194
B2_CD202_IRRIG_REPROD00001.asd,2017-02-26,CD202,irrigado,-0.0125944573,-0.0406292507
B2_CD202_IRRIG_REPROD00002.asd,2017-02-26,CD202,irrigado,-0.0129162384,-0.0429207467
B2_CD202_IRRIG_REPROD00003.asd,2017-02-26,CD202,irrigado,-0.0122249782,-0.0229536656
B2_CD202_IRRIG_REPROD00004.asd,2017-02-26,CD202,irrigado,-0.0246495797,-0.0235491268
B2_CD202_IRRIG_REPROD00005.asd,2017-02-26,CD202,irrigado,-0.0242548964,-0.0202090933
B2_CD202_IRRIG_REPROD00006.asd,2017-02-26,CD202,irrigado,-0.0249784425,-0.0349853319
B2_CD202_IRRIG_REPROD00007.asd,2017-02-26,CD202,irrigado,-0.0234995336,-0.0116355733
B2_CD202_NIRRIG_REPROD00000.asd,2017-02-26,CD202,nao_irrigado,0.0623914779,0.0007338840
B2_CD202_NIRRIG_REPROD00001.asd,2017-02-26,CD202,nao_irrigado,0.0630864368,-0.0022670289
B2_CD202_NIRRIG_REPROD00002.asd,2017-02-26,CD202,nao_irrigado,0.0638789559,0.0035802587
B2_CD202_NIRRIG_REPROD00003.asd,2017-02-26,CD202,nao_irrigado,0.0645478247,-0.0040391428
B2_CD202_NIRRIG_REPROD00004.asd,2017-02-26,CD202,nao_irrigado,-0.0023813586,0.0002902893
B2_CD202_NIRRIG_REPROD00005.asd,2017-02-26,CD202,nao_irrigado,-0.0007503920,0.0069561046
B2_CD202_NIRRIG_REPROD00006.asd,2017-02-26,CD202,nao_irrigado,-0.0004825967,-0.0016100437
B2_CD202_NIRRIG_REPROD00007.asd,2017-02-26,CD202,nao_irrigado,0.0011995045,0.0033966731
B2_EMB48_IRRIG_REPROD00000.asd,2017-02-26,EMB48,irrigado,0.0134239979,-0.0412247350
B2_EMB48_IRRIG_REPROD00001.asd,2017-02-26,EMB48,irrigado,0.0149381871,-0.0120382805
B2_EMB48_IRRIG_REPROD00002.asd,2017-02-26,EMB48,irrigado,0.0146324399,-0.0279936752
B2_EMB48_IRRIG_REPROD00003.asd,2017-02-26,EMB48,irrigado,0.0142019044,-0.0234245130
B2_EMB48_IRRIG_REPROD00004.asd,2017-02-26,EMB48,irrigado,0.0386270553,-0.0509955113
B2_EMB48_IRRIG_REPROD00005.asd,2017-02-26,EMB48,irrigado,0.0396525480,-0.0404460313
B2_EMB48_IRRIG_REPROD00006.asd,2017-02-26,EMB48,irrigado,0.0386794140,-0.0626189130
B2_EMB48_IRRIG_REPROD00007.asd,2017-02-26,EMB48,irrigado,0.0400895482,-0.0453811078
B2_EMB48_NIRRIG_REPROD00000.asd,2017-02-26,EMB48,nao_irrigado,0.0023322410,-0.0149216004
B2_EMB48_NIRRIG_REPROD00001.asd,2017-02-26,EMB48,nao_irrigado,0.0040539069,-0.0138497630
B2_EMB48_NIRRIG_REPROD00002.asd,2017-02-26,EMB48,nao_irrigado,0.0050865470,-0.0146550818
B2_EMB48_NIRRIG_REPROD00003.asd,2017-02-26,EMB48,nao_irrigado,0.0060878803,-0.0136779248
B2_EMB48_NIRRIG_REPROD00004.asd,2017-02-26,EMB48,nao_irrigado,0.0581924785,-0.0044978695
B2_EMB48_NIRRIG_REPROD00005.asd,2017-02-26,EMB48,nao_irrigado,0.0596059578,0.0035452637
B2_EMB48_NIRRIG_REPROD00006.asd,2017-02-26,EMB48,nao_irrigado,0.0608782291,0.0136362725
B2_EMB48_NIRRIG_REPROD00007.asd,2017-02-26,EMB48,nao_irrigado,0.0617101001,0.0075982883
B3_BR16_IRRIG_REPROD00000.asd,2017-02-26,BR16,irrigado,-0.0321614380,0.0085742552
B3_BR16_IRRIG_REPROD00001.asd,2017-02-26,BR16,irrigado,-0.0321152733,0.0175050001
B3_BR16_IRRIG_REPROD00002.asd,2017-02-26,BR16,irrigado,-0.0322812627,0.0113972170
B3_BR16_IRRIG_REPROD00003.asd,2017-02-26,BR16,irrigado,-0.0324131936,0.0110437194
B3_BR16_IRRIG_REPROD00004.asd,2017-02-26,BR16,irrigado,-0.0584563351,-0.0127990180
B3_BR16_IRRIG_REPROD00005.asd,2017-02-26,BR16,irrigado,-0.0578302747,0.0011885788
B3_BR16_IRRIG_REPROD00006.asd,2017-02-26,BR16,irrigado,-0.0580740876,-0.0153282414
B3_BR16_IRRIG_REPROD00007.asd,2017-02-26,BR16,irrigado,-0.0583681357,-0.0201282146
B3_BR16_NIRRIG_REPROD00000.asd,2017-02-26,BR16,nao_irrigado,0.0299068706,-0.0125727870
B3_BR16_NIRRIG_REPROD00001.asd,2017-02-26,BR16,nao_irrigado,0.0316848406,-0.0087240880
B3_BR16_NIRRIG_REPROD00002.asd,2017-02-26,BR16,nao_irrigado,0.0327043328,-0.0151293950
B3_BR16_NIRRIG_REPROD00003.asd,2017-02-26,BR16,nao_irrigado,0.0339739067,-0.0134216850
B3_BR16_NIRRIG_REPROD00004.asd,2017-02-26,BR16,nao_irrigado,0.0230651159,-0.0110087205
B3_BR16_NIRRIG_REPROD00005.asd,2017-02-26,BR16,nao_irrigado,0.0275183514,0.0057636292
B3_BR16_NIRRIG_REPROD00006.asd,2017-02-26,BR16,nao_irrigado,0.0308320786,-0.0027970863
B3_BR16_NIRRIG_REPROD00007.asd,2017-02-26,BR16,nao_irrigado,0.0344849100,-0.0097727320
B3_CD202_IRRIG_REPROD00000.asd,2017-02-26,CD202,irrigado,0.0474935437,-0.0101294083
B3_CD202_IRRIG_REPROD00001.asd,2017-02-26,CD202,irrigado,0.0479371054,-0.0188441758
B3_CD202_IRRIG_REPROD00002.asd,2017-02-26,CD202,irrigado,0.0480879977,-0.0221523319
B3_CD202_IRRIG_REPROD00003.asd,2017-02-26,CD202,irrigado,0.0481068248,-0.0203737055
B3_CD202_IRRIG_REPROD00004.asd,2017-02-26,CD202,irrigado,0.0315235815,-0.0307310573
B3_CD202_IRRIG_REPROD00005.asd,2017-02-26,CD202,irrigado,0.0314276918,-0.0169304130
B3_CD202_IRRIG_REPROD00006.asd,2017-02-26,CD202,irrigado,0.0311195267,-0.0330611481
B3_CD202_IRRIG_REPROD00007.asd,2017-02-26,CD202,irrigado,0.0319998351,-0.0176821449
B3_CD202_NIRRIG_REPROD00000.asd,2017-02-26,CD202,nao_irrigado,0.0644200221,-0.0012282226
B3_CD202_NIRRIG_REPROD00001.asd,2017-02-26,CD202,nao_irrigado,0.0651376743,0.0044106077
B3_CD202_NIRRIG_REPROD00002.asd,2017-02-26,CD202,nao_irrigado,0.0661079443,0.0070563651
B3_CD202_NIRRIG_REPROD00003.asd,2017-02-26,CD202,nao_irrigado,0.0665061021,-0.0019214974
B3_CD202_NIRRIG_REPROD00004.asd,2017-02-26,CD202,nao_irrigado,0.0612211673,0.0148719565
B3_CD202_NIRRIG_REPROD00005.asd,2017-02-26,CD202,nao_irrigado,0.0655696239,0.0105228437
B3_CD202_NIRRIG_REPROD00006.asd,2017-02-26,CD202,nao_irrigado,0.0691614739,0.0026548146
B3_CD202_NIRRIG_REPROD00007.asd,2017-02-26,CD202,nao_irrigado,0.0741910687,0.0072007353
B3_EMB48_IRRIG_REPROD00000.asd,2017-02-26,EMB48,irrigado,0.0002744120,-0.0138387474
B3_EMB48_IRRIG_REPROD00001.asd,2017-02-26,EMB48,irrigado,-0.0002414618,-0.0284402176
B3_EMB48_IRRIG_REPROD00002.asd,2017-02-26,EMB48,irrigado,-0.0000663946,-0.0255219382
B3_EMB48_IRRIG_REPROD00003.asd,2017-02-26,EMB48,irrigado,0.0005258675,-0.0175033670
B3_EMB48_IRRIG_REPROD00004.asd,2017-02-26,EMB48,irrigado,0.0191801675,-0.0318924274
B3_EMB48_IRRIG_REPROD00005.asd,2017-02-26,EMB48,irrigado,0.0184283789,-0.0321854760
B3_EMB48_IRRIG_REPROD00006.asd,2017-02-26,EMB48,irrigado,0.0185401586,-0.0335595289
B3_EMB48_IRRIG_REPROD00007.asd,2017-02-26,EMB48,irrigado,0.0182683535,-0.0466983826
B3_EMB48_NIRRIG_REPROD00000.asd,2017-02-26,EMB48,nao_irrigado,0.0885790023,-0.0016249927
B3_EMB48_NIRRIG_REPROD00001.asd,2017-02-26,EMB48,nao_irrigado,0.0897300035,-0.0110043562
B3_EMB48_NIRRIG_REPROD00002.asd,2017-02-26,EMB48,nao_irrigado,0.0907437132,-0.0032802429
B3_EMB48_NIRRIG_REPROD00003.asd,2017-02-26,EMB48,nao_irrigado,0.0916421439,-0.0106944189
B3_EMB48_NIRRIG_REPROD00004.asd,2017-02-26,EMB48,nao_irrigado,0.1363963112,-0.0134528297
B3_EMB48_NIRRIG_REPROD00005.asd,2017-02-26,EMB48,nao_irrigado,0.1380010503,-0.0034170511
B3_EMB48_NIRRIG_REPROD00006.asd,2017-02-26,EMB48,nao_irrigado,0.1385194943,-0.0087068698
B3_EMB48_NIRRIG_REPROD00007.asd,2017-02-26,EMB48,nao_irrigado,0.1388206833,-0.0104525303
B4_BR16_IRRIG_REPROD00000.asd,2017-02-26,BR16,irrigado,-0.0131935426,-0.0297214393
B4_BR16_IRRIG_REPROD00001.asd,2017-02-26,BR16,irrigado,-0.0127572075,-0.0263215810
B4_BR16_IRRIG_REPROD00002.asd,2017-02-26,BR16,irrigado,-0.0119881820,-0.0240925348
B4_BR16_IRRIG_REPROD00003.asd,2017-02-26,BR16,irrigado,-0.0121276136,-0.0379602880
B4_BR16_IRRIG_REPROD00004.asd,2017-02-26,BR16,irrigado,-0.0490418436,-0.0155465656
B4_BR16_IRRIG_REPROD00005.asd,2017-02-26,BR16,irrigado,-0.0481161576,-0.0083280871
B4_BR16_IRRIG_REPROD00006.asd,2017-02-26,BR16,irrigado,-0.0483592580,-0.0195795683
B4_BR16_IRRIG_REPROD00007.asd,2017-02-26,BR16,irrigado,-0.0488475656,-0.0318199420
B4_BR16_NIRRIG_REPROD00000.asd,2017-02-26,BR16,nao_irrigado,0.0336873279,-0.0028794537
B4_BR16_NIRRIG_REPROD00001.asd,2017-02-26,BR16,nao_irrigado,0.0347972462,0.0061314101
B4_BR16_NIRRIG_REPROD00002.asd,2017-02-26,BR16,nao_irrigado,0.0348588681,-0.0066039751
B4_BR16_NIRRIG_REPROD00003.asd,2017-02-26,BR16,nao_irrigado,0.0359790019,-0.0002911174
B4_BR16_NIRRIG_REPROD00004.asd,2017-02-26,BR16,nao_irrigado,0.0015035394,-0.0029597841
B4_BR16_NIRRIG_REPROD00005.asd,2017-02-26,BR16,nao_irrigado,0.0038837650,-0.0064508151
B4_BR16_NIRRIG_REPROD00006.asd,2017-02-26,BR16,nao_irrigado,0.0069000737,0.0025802898
B4_BR16_NIRRIG_REPROD00007.asd,2017-02-26,BR16,nao_irrigado,0.0103048300,0.0057090024
B4_CD202_IRRIG_REPROD00000.asd,2017-02-26,CD202,irrigado,-0.0531342849,-0.0228818016
B4_CD202_IRRIG_REPROD00001.asd,2017-02-26,CD202,irrigado,-0.0536675401,-0.0306780661
B4_CD202_IRRIG_REPROD00002.asd,2017-02-26,CD202,irrigado,-0.0527298117,-0.0217232244
B4_CD202_IRRIG_REPROD00003.asd,2017-02-26,CD202,irrigado,-0.0537439262,-0.0406949720
B4_CD202_IRRIG_REPROD00004.asd,2017-02-26,CD202,irrigado,-0.0446705443,-0.0179529605
B4_CD202_IRRIG_REPROD00005.asd,2017-02-26,CD202,irrigado,-0.0438706448,-0.0194313084
B4_CD202_IRRIG_REPROD00006.asd,2017-02-26,CD202,irrigado,-0.0428671458,-0.0215999626
B4_CD202_IRRIG_REPROD00007.asd,2017-02-26,CD202,irrigado,-0.0435371437,-0.0225526860
B4_CD202_NIRRIG_REPROD00000.asd,2017-02-26,CD202,nao_irrigado,0.0441993660,-0.0069334301
B4_CD202_NIRRIG_REPROD00001.asd,2017-02-26,CD202,nao_irrigado,0.0444742060,-0.0181333244
B4_CD202_NIRRIG_REPROD00002.asd,2017-02-26,CD202,nao_irrigado,0.0457239265,-0.0040031120
B4_CD202_NIRRIG_REPROD00003.asd,2017-02-26,CD202,nao_irrigado,0.0463992236,-0.0077353838
B4_CD202_NIRRIG_REPROD00004.asd,2017-02-26,CD202,nao_irrigado,0.0322197026,-0.0163822577
B4_CD202_NIRRIG_REPROD00005.asd,2017-02-26,CD202,nao_irrigado,0.0334592806,-0.0113491073
B4_CD202_NIRRIG_REPROD00006.asd,2017-02-26,CD202,nao_irrigado,0.0343384184,-0.0122442971
B4_CD202_NIRRIG_REPROD00007.asd,2017-02-26,CD202,nao_irrigado,0.0351307458,-0.0049157413
B4_EMB48_IRRIG_REPROD00000.asd,2017-02-26,EMB48,irrigado,0.0038741178,-0.0378578047
B4_EMB48_IRRIG_REPROD00001.asd,2017-02-26,EMB48,irrigado,0.0040674693,-0.0411867974
B4_EMB48_IRRIG_REPROD00002.asd,2017-02-26,EMB48,irrigado,0.0037765043,-0.0426765225
B4_EMB48_IRRIG_REPROD00003.asd,2017-02-26,EMB48,irrigado,0.0036012863,-0.0425370924
B4_EMB48_IRRIG_REPROD00004.asd,2017-02-26,EMB48,irrigado,0.0056476003,-0.0466950962
B4_EMB48_IRRIG_REPROD00005.asd,2017-02-26,EMB48,irrigado,0.0049141619,-0.0646075817
B4_EMB48_IRRIG_REPROD00006.asd,2017-02-26,EMB48,irrigado,0.0051451283,-0.0515011735
B4_EMB48_IRRIG_REPROD00007.asd,2017-02-26,EMB48,irrigado,0.0052532231,-0.0541554143
B4_EMB48_NIRRIG_REPROD00000.asd,2017-02-26,EMB48,nao_irrigado,0.0608832493,0.0097424551
B4_EMB48_NIRRIG_REPROD00001.asd,2017-02-26,EMB48,nao_irrigado,0.0621811614,-0.0049965448
B4_EMB48_NIRRIG_REPROD00002.asd,2017-02-26,EMB48,nao_irrigado,0.0635469587,-0.0118498208
B4_EMB48_NIRRIG_REPROD00003.asd,2017-02-26,EMB48,nao_irrigado,0.0661979954,-0.0025776628
B4_EMB48_NIRRIG_REPROD00004.asd,2017-02-26,EMB48,nao_irrigado,0.0610209427,-0.0078072594
B4_EMB48_NIRRIG_REPROD00005.asd,2017-02-26,EMB48,nao_irrigado,0.0646587351,-0.0076069460
B4_EMB48_NIRRIG_REPROD00006.asd,2017-02-26,EMB48,nao_irrigado,0.0682575699,-0.0072699467
B4_EMB48_NIRRIG_REPROD00007.asd,2017-02-26,EMB48,nao_irrigado,0.0728192957,-0.0159315215
B1_BR16_IRRIG_REPROD00000.asd,2017-02-27,BR16,irrigado,-0.0768365655,-0.0285272105
B1_BR16_IRRIG_REPROD00001.asd,2017-02-27,BR16,irrigado,-0.0767141380,-0.0348887189
B1_BR16_IRRIG_REPROD00002.asd,2017-02-27,BR16,irrigado,-0.0762232621,-0.0431821228
B1_BR16_IRRIG_REPROD00003.asd,2017-02-27,BR16,irrigado,-0.0759825617,-0.0306918672
B1_BR16_IRRIG_REPROD00004.asd,2017-02-27,BR16,irrigado,-0.0516917467,-0.0124393645
B1_BR16_IRRIG_REPROD00005.asd,2017-02-27,BR16,irrigado,-0.0504566350,0.0005862207
B1_BR16_IRRIG_REPROD00006.asd,2017-02-27,BR16,irrigado,-0.0512696192,-0.0190428800
B1_BR16_IRRIG_REPROD00007.asd,2017-02-27,BR16,irrigado,-0.0502971684,-0.0062291023
B1_BR16_NIRRIG_REPROD00000.asd,2017-02-27,BR16,nao_irrigado,-0.0218513815,0.0104863473
B1_BR16_NIRRIG_REPROD00001.asd,2017-02-27,BR16,nao_irrigado,-0.0215311328,0.0069498523
B1_BR16_NIRRIG_REPROD00002.asd,2017-02-27,BR16,nao_irrigado,-0.0214940149,-0.0136533284
B1_BR16_NIRRIG_REPROD00003.asd,2017-02-27,BR16,nao_irrigado,-0.0201695579,-0.0017807920
B1_BR16_NIRRIG_REPROD00004.asd,2017-02-27,BR16,nao_irrigado,-0.0134322020,0.0059343907
B1_BR16_NIRRIG_REPROD00005.asd,2017-02-27,BR16,nao_irrigado,-0.0132385569,0.0042729942
B1_BR16_NIRRIG_REPROD00006.asd,2017-02-27,BR16,nao_irrigado,-0.0127850679,0.0151037469
B1_BR16_NIRRIG_REPROD00007.asd,2017-02-27,BR16,nao_irrigado,-0.0121461072,0.0053660234
B1_CD202_IRRIG_REPROD00000.asd,2017-02-27,CD202,irrigado,-0.0488735427,-0.0079646461
B1_CD202_IRRIG_REPROD00001.asd,2017-02-27,CD202,irrigado,-0.0481202108,0.0012530552
B1_CD202_IRRIG_REPROD00002.asd,2017-02-27,CD202,irrigado,-0.0494462806,-0.0321760363
B1_CD202_IRRIG_REPROD00003.asd,2017-02-27,CD202,irrigado,-0.0487581892,-0.0162204964
B1_CD202_IRRIG_REPROD00004.asd,2017-02-27,CD202,irrigado,-0.0720291849,-0.0108685994
B1_CD202_IRRIG_REPROD00005.asd,2017-02-27,CD202,irrigado,-0.0725623420,-0.0211884359
B1_CD202_IRRIG_REPROD00006.asd,2017-02-27,CD202,irrigado,-0.0717970932,0.0011550309
B1_CD202_IRRIG_REPROD00007.asd,2017-02-27,CD202,irrigado,-0.0728751220,-0.0187117384
B1_CD202_NIRRIG_REPROD00000.asd,2017-02-27,CD202,nao_irrigado,0.0206454252,0.0018144996
B1_CD202_NIRRIG_REPROD00001.asd,2017-02-27,CD202,nao_irrigado,0.0197545879,0.0031957335
B1_CD202_NIRRIG_REPROD00002.asd,2017-02-27,CD202,nao_irrigado,0.0213745655,-0.0074061269
B1_CD202_NIRRIG_REPROD00003.asd,2017-02-27,CD202,nao_irrigado,0.0220805747,-0.0022879502
B1_CD202_NIRRIG_REPROD00004.asd,2017-02-27,CD202,nao_irrigado,-0.0242465492,0.0079428775
B1_CD202_NIRRIG_REPROD00005.asd,2017-02-27,CD202,nao_irrigado,-0.0237181777,0.0089193420
B1_CD202_NIRRIG_REPROD00006.asd,2017-02-27,CD202,nao_irrigado,-0.0232732539,-0.0069521291
B1_CD202_NIRRIG_REPROD00007.asd,2017-02-27,CD202,nao_irrigado,-0.0211171386,0.0214916184
B1_EMB48_IRRIG_REPROD00000.asd,2017-02-27,EMB48,irrigado,-0.0483446692,-0.0255957261
B1_EMB48_IRRIG_REPROD00001.asd,2017-02-27,EMB48,irrigado,-0.0480216810,-0.0419740491
B1_EMB48_IRRIG_REPROD00002.asd,2017-02-27,EMB48,irrigado,-0.0475577293,-0.0347063493
B1_EMB48_IRRIG_REPROD00003.asd,2017-02-27,EMB48,irrigado,-0.0479744550,-0.0325415154
B1_EMB48_IRRIG_REPROD00004.asd,2017-02-27,EMB48,irrigado,-0.0329320532,-0.0348202042
B1_EMB48_IRRIG_REPROD00005.asd,2017-02-27,EMB48,irrigado,-0.0331056747,-0.0388283291
B1_EMB48_IRRIG_REPROD00006.asd,2017-02-27,EMB48,irrigado,-0.0329009915,-0.0306064421
B1_EMB48_IRRIG_REPROD00007.asd,2017-02-27,EMB48,irrigado,-0.0333199153,-0.0368237455
B1_EMB48_NIRRIG_REPROD00000.asd,2017-02-27,EMB48,nao_irrigado,0.0568037413,0.0121140042
B1_EMB48_NIRRIG_REPROD00001.asd,2017-02-27,EMB48,nao_irrigado,0.0548927628,0.0022956345
B1_EMB48_NIRRIG_REPROD00002.asd,2017-02-27,EMB48,nao_irrigado,0.0604045233,0.0035406914
B1_EMB48_NIRRIG_REPROD00003.asd,2017-02-27,EMB48,nao_irrigado,0.0624591141,0.0132751586
B1_EMB48_NIRRIG_REPROD00004.asd,2017-02-27,EMB48,nao_irrigado,0.0657144599,0.0024556418
B1_EMB48_NIRRIG_REPROD00005.asd,2017-02-27,EMB48,nao_irrigado,0.0656787651,-0.0122120172
B1_EMB48_NIRRIG_REPROD00006.asd,2017-02-27,EMB48,nao_irrigado,0.0672663146,0.0020794401
B1_EMB48_NIRRIG_REPROD00007.asd,2017-02-27,EMB48,nao_irrigado,0.0676470004,-0.0046085708
B2_BR16_IRRIG_REPROD00000.asd,2017-02-27,BR16,irrigado,-0.0537287568,-0.0399656247
B2_BR16_IRRIG_REPROD00001.asd,2017-02-27,BR16,irrigado,-0.0545790327,-0.0544486571
B2_BR16_IRRIG_REPROD00002.asd,2017-02-27,BR16,irrigado,-0.0543682392,-0.0469233613
B2_BR16_IRRIG_REPROD00003.asd,2017-02-27,BR16,irrigado,-0.0539931847,-0.0326714560
B2_BR16_IRRIG_REPROD00004.asd,2017-02-27,BR16,irrigado,-0.0784452840,-0.0218433387
B2_BR16_IRRIG_REPROD00005.asd,2017-02-27,BR16,irrigado,-0.0786574575,-0.0334862647
B2_BR16_IRRIG_REPROD00006.asd,2017-02-27,BR16,irrigado,-0.0782748727,-0.0200245623
B2_BR16_IRRIG_REPROD00007.asd,2017-02-27,BR16,irrigado,-0.0782090920,-0.0340090792
B2_BR16_NIRRIG_REPROD00000.asd,2017-02-27,BR16,nao_irrigado,-0.0533459010,0.0101833484
B2_BR16_NIRRIG_REPROD00001.asd,2017-02-27,BR16,nao_irrigado,-0.0522727296,0.0030930696
B2_BR16_NIRRIG_REPROD00002.asd,2017-02-27,BR16,nao_irrigado,-0.0508497617,0.0123722747
B2_BR16_NIRRIG_REPROD00003.asd,2017-02-27,BR16,nao_irrigado,-0.0491222590,0.0079178118
B2_BR16_NIRRIG_REPROD00004.asd,2017-02-27,BR16,nao_irrigado,-0.0169010094,-0.0113878769
B2_BR16_NIRRIG_REPROD00005.asd,2017-02-27,BR16,nao_irrigado,-0.0144180028,0.0089736631
B2_BR16_NIRRIG_REPROD00006.asd,2017-02-27,BR16,nao_irrigado,-0.0128721358,-0.0032539862
B2_BR16_NIRRIG_REPROD00007.asd,2017-02-27,BR16,nao_irrigado,-0.0115511471,-0.0161603124
B2_CD202_IRRIG_REPROD00000.asd,2017-02-27,CD202,irrigado,-0.0296456979,-0.0268673711
B2_CD202_IRRIG_REPROD00001.asd,2017-02-27,CD202,irrigado,-0.0304443387,-0.0420850810
B2_CD202_IRRIG_REPROD00002.asd,2017-02-27,CD202,irrigado,-0.0299594891,-0.0389111065
B2_CD202_IRRIG_REPROD00003.asd,2017-02-27,CD202,irrigado,-0.0301301700,-0.0362377655
B2_CD202_IRRIG_REPROD00004.asd,2017-02-27,CD202,irrigado,-0.0209066059,-0.0326210948
B2_CD202_IRRIG_REPROD00005.asd,2017-02-27,CD202,irrigado,-0.0217634591,-0.0481904000
B2_CD202_IRRIG_REPROD00006.asd,2017-02-27,CD202,irrigado,-0.0211638333,-0.0455650192
B2_CD202_IRRIG_REPROD00007.asd,2017-02-27,CD202,irrigado,-0.0215495227,-0.0434422613
B2_CD202_NIRRIG_REPROD00000.asd,2017-02-27,CD202,nao_irrigado,-0.0146395375,-0.0016265747
B2_CD202_NIRRIG_REPROD00001.asd,2017-02-27,CD202,nao_irrigado,-0.0140344754,-0.0042026704
B2_CD202_NIRRIG_REPROD00002.asd,2017-02-27,CD202,nao_irrigado,-0.0133466151,-0.0091766835
B2_CD202_NIRRIG_REPROD00003.asd,2017-02-27,CD202,nao_irrigado,-0.0120987119,0.0006006832
B2_CD202_NIRRIG_REPROD00004.asd,2017-02-27,CD202,nao_irrigado,0.0011542088,0.0082458815
