wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
877,irrigado,0.9887497421,0.0007783506,0.0007783506,-0.5897883793
585,nao_irrigado,0.8995024032,-0.0014753975,0.0014753975,-0.5907004607
1544,irrigado,1.0465169065,0.0003236968,0.0003236968,-0.5917098103
1573,irrigado,1.0330734289,0.0004280181,0.0004280181,-0.5923357345
2323,irrigado,0.9593662140,0.0010045853,0.0010045853,-0.5924436266
1523,irrigado,1.0384115984,0.0003853326,0.0003853326,-0.5929986390
2015,irrigado,0.9192390797,0.0013162894,0.0013162894,-0.5940822724
2366,irrigado,0.9197838959,0.0013092928,0.0013092928,-0.5960577356
1522,irrigado,1.0379908298,0.0003686993,0.0003686993,-0.6073973185
1244,irrigado,0.9227280066,0.0012696908,0.0012696908,-0.6080286991
1261,nao_irrigado,0.8814889924,-0.0015885594,0.0015885594,-0.6107767965
2258,irrigado,0.8748145474,0.0016406863,0.0016406863,-0.6108467515
2437,nao_irrigado,0.8443374086,-0.0018766418,0.0018766418,-0.6126610000
943,nao_irrigado,0.9876172569,-0.0007534962,0.0007534962,-0.6141519375
1504,nao_irrigado,1.0299435457,-0.0004219564,0.0004219564,-0.6144127609
917,nao_irrigado,0.7744655131,-0.0024184677,0.0024184677,-0.6161883954
1162,irrigado,1.0180881642,0.0005107784,0.0005107784,-0.6172595427
369,irrigado,0.6808421269,0.0031491485,0.0031491485,-0.6175385451
1186,irrigado,1.0474190065,0.0002804887,0.0002804887,-0.6178324120
1491,irrigado,1.0092990386,0.0005764651,0.0005764651,-0.6194875132
1094,nao_irrigado,0.9841189239,-0.0007718770,0.0007718770,-0.6206495007
572,nao_irrigado,0.9489428572,-0.0010460019,0.0010460019,-0.6214497965
1746,nao_irrigado,0.9758607441,-0.0008348189,0.0008348189,-0.6218588524
1508,nao_irrigado,1.0382638764,-0.0003454035,0.0003454035,-0.6226875260
1502,nao_irrigado,1.0278970659,-0.0004257341,0.0004257341,-0.6232539013
847,irrigado,1.0429819656,0.0003046398,0.0003046398,-0.6254677616
1558,irrigado,1.0312489876,0.0003961968,0.0003961968,-0.6256460832
1155,nao_irrigado,0.9675236981,-0.0008935147,0.0008935147,-0.6265824500
615,irrigado,0.9643772348,0.0009179231,0.0009179231,-0.6267348211
626,nao_irrigado,1.0092087159,-0.0005653976,0.0005653976,-0.6279957677
1269,nao_irrigado,1.0218673988,-0.0004659284,0.0004659284,-0.6283009408
2041,irrigado,0.9747740523,0.0008292853,0.0008292853,-0.6320018270
1510,nao_irrigado,1.0367397472,-0.0003438197,0.0003438197,-0.6324496120
1121,nao_irrigado,0.9349977325,-0.0011387007,0.0011387007,-0.6333107657
1520,irrigado,1.0374923062,0.0003362510,0.0003362510,-0.6336638724
1242,irrigado,0.8467471497,0.0018286747,0.0018286747,-0.6336981626
1040,irrigado,0.8553489667,0.0017588253,0.0017588253,-0.6355372952
1720,nao_irrigado,0.8996651072,-0.0014104142,0.0014104142,-0.6367388892
545,nao_irrigado,0.9687211776,-0.0008695575,0.0008695575,-0.6371238063
383,nao_irrigado,0.9163200443,-0.0012792234,0.0012792234,-0.6373715092
609,irrigado,0.9597785778,0.0009348209,0.0009348209,-0.6405254260
1521,irrigado,1.0370987968,0.0003294724,0.0003294724,-0.6407872157
1187,irrigado,1.0267406142,0.0004095377,0.0004095377,-0.6414964827
991,irrigado,0.7438703374,0.0026222099,0.0026222099,-0.6419480294
584,nao_irrigado,0.9013886940,-0.0013890246,0.0013890246,-0.6424501678
1509,nao_irrigado,1.0383271080,-0.0003143181,0.0003143181,-0.6447930072
1021,nao_irrigado,0.8032860183,-0.0021513668,0.0021513668,-0.6462473679
887,irrigado,0.8790252318,0.0015566977,0.0015566977,-0.6477311255
575,nao_irrigado,0.9610964864,-0.0009118158,0.0009118158,-0.6496977751
1960,irrigado,0.9435005600,0.0010492332,0.0010492332,-0.6498861335
1605,irrigado,1.0412071915,0.0002835403,0.0002835403,-0.6507494908
2412,irrigado,0.9504735112,0.0009931335,0.0009931335,-0.6509992117
536,nao_irrigado,0.9147619894,-0.0012718942,0.0012718942,-0.6514771895
1560,irrigado,1.0302651954,0.0003673171,0.0003673171,-0.6520776636
608,irrigado,0.9585606437,0.0009252975,0.0009252975,-0.6542935189
1506,nao_irrigado,1.0365561211,-0.0003115001,0.0003115001,-0.6568427011
508,irrigado,0.9497501450,0.0009903656,0.0009903656,-0.6570893875
1505,nao_irrigado,1.0326825314,-0.0003346390,0.0003346390,-0.6620237425
1575,irrigado,1.0315137817,0.0003377873,0.0003377873,-0.6663569235
1322,nao_irrigado,0.9117088333,-0.0012749458,0.0012749458,-0.6665348986
2236,irrigado,0.7859031328,0.0022589691,0.0022589691,-0.6667761624
1503,nao_irrigado,1.0289820461,-0.0003539920,0.0003539920,-0.6689617477
1999,irrigado,0.9084336547,0.0012962511,0.0012962511,-0.6696573973
