wavelength,kw_h,kw_p,pearson_r,pearson_p,spearman_r,spearman_p
371,0.6064903846153982,0.43611231078687984,-0.07094619739172611,0.5774686776466624,-0.09811641810538897,0.44051445400199296
372,0.7853365384615358,0.37551398945232917,-0.11014188904894281,0.38626598326932676,-0.1116497171544081,0.3797569644996606
373,1.2721153846154039,0.2593702100238382,-0.13699411939678383,0.2803864260012811,-0.14209964001470127,0.26267671334536263
374,1.1538461538461604,0.2827454599327701,-0.14385350170641906,0.2567708751877009,-0.13533299049019165,0.28631512953720795
375,0.76171875,0.38279117892196024,-0.12113097282664616,0.3403542404813617,-0.10995805477328072,0.38706408051198327
376,1.2721153846154039,0.2593702100238382,-0.11913627660207585,0.3484239437028808,-0.14209964001470127,0.26267671334536263
377,1.3334134615384698,0.2481988661379379,-0.16108437707719717,0.20351555431525342,-0.14548296477695605,0.25136511227894603
378,2.181490384615387,0.13967914142999235,-0.22001023571247647,0.08066061379359027,-0.18608286192401358,0.1409628162453746
379,4.908353365384613,0.026727108775413694,-0.30269464796915907,0.015050540348032382,-0.27912429288602036,0.02551072881392758
380,6.715564903846172,0.009557501152322564,-0.36203070180297736,0.00328655305768924,-0.3264908395575874,0.008462744385826866
381,10.471334134615404,0.0012124113023510498,-0.40710464754225545,0.0008422517078482386,-0.4076906338517024,0.0008264143466350035
